channel,message_id,date,text,views,forwards,media_type,image_path
tikvahpharma,196356,2026-06-27 04:45:38+00:00,,159,1,photo,data\raw\images\tikvahpharma\196356.jpg
tikvahpharma,196355,2026-06-27 04:45:38+00:00,"**MEDIX PHARMA PLC©️🌿⚕️
 
   NEW ARRIVAL
****⭐️****Hospital Furniture & Equipments 
     ========================
****💎****➡️****Crash cart **/Emergency** trolley 

****✔️****Anesthesia Trolley 

****✔️****evacuation chair for stairs

****✔️****Folding stretcher/

****✔️****patient bed 2 &3 function 

****✔️****Electrical patient bed 3 func

****✔️****Laboratory Stool chair

****✔️****Examination couch/bed

****✔️****Delivery couch/bed/table 

****✔️****patient stretcher

****✔️****Baby crib/baby bed 

****✔️****Medical Air mattress

****✔️****Ambulance stretcher

****✔️****medical trolley 2&3 shelf 

****✔️****commode wheelchair

    MEDICAL SUPPLIES       ================

**💎 **Medical disposal face mask****😷****

**💎 **First Aid Plaster (100 pcs) **
**
**💎 **Adhesive Plaster **
 **    -5cm*5m / 7.5cm* 5m 
     -7.5cm*10m/10cm*5m
      -12.5cm*5m/12.5cm*10m**
**✔️** **syringe  5ml

****✔️****syringe  10ml**
**
****✔️****HBS Ag strip of 50

****✔️****HCV Strip (50)& cassette 25

****⭐️****Blood Collection Tubes 
      ===================
****✔️****Vacutainer needle 21G of100p

****✔️****EDTA K3 Glass, PET 4ml  

****✔️****SST Glass, PET 5ml 

****⭐️****Medical Equ& Surgical Sets
     =====================**
**✔️****Electrical Vacuum Extractor** 

**✔️****HSG** **set**

**✔️****minor surgical set**

**✔️****major surgical set**

**✔️****Laparotomy Set                     **
             
**✔️****Tonsillectomy Set   **  

**✔️****dressing set

****✔️****Digital weight scale adult 

****✔️****Hematocrit centrifuge 24 hol

🚚 FREE & FAST DELIVERY!

📱**+251912455043**[Abebaw]  
📱**+251987623030  
📱+251900826041[**Mihert**] 
📱+251985878759  
📱+251985878736[**Fikre**]


💌 medixpharmaplc@gmail.com
🔗https://t.me/Medix_Pharma_Hub
🔗@MEDIXPHARMAIMPORT

**Elevating the standard of healthcare**",183,1,photo,data\raw\images\tikvahpharma\196355.jpg
tikvahpharma,196354,2026-06-27 03:52:55+00:00,"Update 27/06/26

Safe pharma import and community import
Contact no 0920555993
                    0967342405
Discount 
💥syringe 10cc 💵780

💥Ped. Paracitamol (Parakant) 120mg/5ml, 60ml bottles. 
price: 41br  <10cartn 40 <20cartn 39
Carton size 100

💥Valk( Aceclofenac 100mg)(2×10) 💵210birr
💥Colcol (5×4) 💵168birr
💥Pregabalin 150 ( 10x10) 💵1330

⭐️VITAMIN D DROPS (KIDOVIT)
100 bottle/ cartoon
Ex date-07/2028
Price: 320

HALF IV SET RINGER LACTATE 
📦 12
💰295 birr
📅2/29

FULL IV SET NS 
📦12
💰 328 birr

50crtn Ns = 196,800
7% captppril(192) attachment 72pk


🌟🌟🌟new arrival items 

Stock Update

1.  Azithromycin 15ml 
     Ex date:02/2028
     Carton Size:150
     Price: 90

2.  Azithromycin 30ml
     Ex date: 02/2028
     Carton Size : 80
     Price:  190
    

3. Cachmax( Cefixime) 400mg 
     1x10
     Ex date: 01/2029
     Price : 420
Ibuprofen oral suspenstion 100mg/5ml
        ⏰2028
        📦100
        💰80
New arrival ❗️❗️❗️
**
⭐️MetroKANT suspension=💵100
Carton size=80
x date 2029

⭐️dicloKant 50mg tablet=💵70
Carton size=640**
**x date 2029**

Co-Trimoxazole oral suspenstion 240mg/5ml
       📦 100
       📆 2029
       💰 80

Amoxaciline Oral Susension 125mg/5ml 
        ⏰2029
        📦120
        💰75

💥augmentin  228.5
📦100
⏰08/27
💵165

New arrival ❗️❗️❗️

Amyn( Amoxicillin ) 250 mg  
    Capsules 10x10 
    EX Date: 02/2029
    Carton Size: 150
    Price: 385

Bren(Ibuprofen) 400mg 10x10s
    EX Date: 03/2029
    Carton Size: 120
    Price: 220

Co-Amoxaxlav oral suspension BP 457mg/5ml
            📦Cartoon size 120
            ⏳ Expired date Feb 28
             💵Price 300

Amoxicillin&clavulanate potassium tablet USP 1000mg 2*7 
            📦Cartoon size 100
            ⏳Expired date Jan 2028
            💵Price 434

Co-Amoxaxlav oral suspension BP 156.25mg/5ml
            📦Cartoon size 120
            ⏳ Expired date Jan 2028
             💵Price 170
1. **Cledomox (Amoxicillin + Clavulanate) 625 mg** of 20 tabs
- Carton size - 150pk
- Expiry date - 09/2028
- Price pk - 490** Birr**

2. **Gentamicin  Eye/Ear** drop 0.3 % 10ml
- Carton size -500
- Expiry date - 12/2027
- Price  bottle  - **52 Birr**

**Epharm** 

Paracetamol 500mg 
          📦cartoon size12
           💵 price 2050
          ⌛️expired date 2029

🌟big discount for short time
test kit Casset updet price🌟

🌟HCG of 100 Casset
         💵800bir
🌟Syphilis Ab of 50 casset
         💵1,100bir
🌟HBsAG of 50 Casset
      💵 1,800bir

🌟🌟🌟attractive price 🌟🌟🌟

Diclofenac Gel BP 1%(relaxo) 30gm
📦280
⏰9/27
💵75
Lidocaine injection BP 2% 8×25×30ml
📦200
⏰2/28
💵107

💥Powderd exam glove
carton size 10
exp 2030
💵600
Letex exam texture powder free gloves size M
📦10
⏰05/30
💵675

💥Diphenhydramine  Syrup  125ml，12.5mg/5ml  
📦:120
📅: 03/2028
💰:  

💥Loratadine Syrup-5mg/5ml，100ml
Brand name: LOTA
📦 100
📅: 28/07/2027
💰: 65 Birr

✅ Amyn 250mg/5ml 
carton size 100
exp apr 2028
price  💵

Urine bag 
          ⌛ Expired date may 2029
          📦 Cartoon size 250
           💸 price 45
Colostomy bag 
         ⌛ Expired date may 2029
         📦 cartoon size 1000
          💸 price 125
Suction catheter 8fg
          ⌛ expired date may 2029
          📦 cartoon size 1000
          💸price 48
New arrival product❗️❗️❗️
1. Patient Monitor(12"") with Adult , pediatric and infant 
Price ~ 140,000 birr

2. Fetal Monitor 
Price ~ 165,000 birr
      
3. Infusions pump 
Price ~ 65,0000 birr

4. Vital Sign
Price ~ 95,000 birr

5. Handheld pulse oximeter 
Price ~ 30,000 birr 

6. Finger Tip Pulse oximeter 
Price ~ 1600 birr

💥Medical Equplment💥

❗️EDTA 4ml glass
❗️EDTA 4ml plastic
❗️SST 5ml (G&C) plastic
❗️SST 5ml (G&C) glass
❗️PT Tube 2.7ml glass
❗️ESR Tube 1.6ml glass**

**1.**Vicryl0R=1000
**2.**Silk30C=450
**3.**Silk2R=450
**4.**Silk1R=450**

Addres around paster
Contact no 0920555993
                    0967342405
free delivery 🚒🚒🚒🚒IIII",184,0,none,
tikvahpharma,196353,2026-06-27 03:43:06+00:00,"**🅶🅸🅵🆃🅴🅳 🅷🅰🅽🅳🆂 🆃🆁🅰🅳🅸🅽🅶 🄿🄻🄲
   🍭Anesthesia
     Brand-Mindray
     Model-A1 

    🍭Mechanical Ventilator 
       Brand-Mindray
      Model-SV300 

    🍭Operation Table
       Brand-Mindray
      Model-UniBase 30 

     🍭 LED Surgical Light (Mobile )
        Brand-Mindray
      Model-HyLED C7M 

    🍭 LED Surgical Light 
   Brand-Mindray
   Model-HyLED C8/C7 

  🍭Defibrillator 
Brand-Mindray
Model-BeneHeart D30 

    🍭ECG machine with trolley 
Brand-Mindray
Model-BeneHeart R12 

🍭Patient monitor 
Brand-Mindray
Model-uMEC150,uMEC 100 

  🍭Vital sign monitor 
   Brand-Mindray
Model-VS-600 

🍭Infusion Pump
Brand-Mindray
Model-BeneFusion uVP 

  🍭 Syring Pump
  Brand-Mindray
Model-BeneFusion uSP

👉 Color Doppler Ultrasound  
   • Brand: Mindray
   • Model: DC 30

👉 Black and White Ultrasound  
   • Brand: Mindray
   • Model: DP 18

👉 Hematology Analyzer (5-Diff)  
   • Brand: Zybio
   • Model: Z50

👉 Hematology Analyzer (3-Differential )  
   • Brand: Zybio
   • Model: Z3

👉 Fully-Automated 
Chemistry Analyzer  
   • Brand: Zybio
   • Model: EXC200
Microscope 
.Brand-Magnus
.Model-Theia-fi and Mx21i


🔬 Zybio Reagents  
   • Diluent (20L)
   • DN Diluent (20L)
   • Lyse (500ml)
   • LD Lyse (500ml)
   • LB Lyse (500ml)
   • Probe Cleanser (50ml)
   • Expiry Date: 2027

🚚 Free Fast Delivery 
📞 Contact : ****+2519-36477051****
🖊️ ****@robsengifted_hands**",209,0,none,
tikvahpharma,196352,2026-06-26 19:44:16+00:00,"26**-06-26
Currently available

💊. Amoxy 250mg caps 10x10(Amyn)
📦 150 
⏳ Dec-28

💊.paracetamol syr
📦 150bott
⏳ Jun-28

💊.Vit B-cpx inj
📦 20boxes 
⏳ Nov-28


💊.Metronidazole inj
      (Metrogyl)
📦 100 bottles
⏳ Jul-27

💊.Amoxy 125mg susp(Amyn)
📦 100bottes
⏳ Nov-28

💊. Amoxy 250mg susp(Amyn)
📦 100bottles
⏳ Nov-28

💊.Doxy 100mg caps(Kodoxy)
📦 150 pks 
⏳ Nov-28


💊 Metronidazole susp.
      (Metrogyl)
📦 100
⏳ Dec-28


💊 Clavamyn 625mg
📦 117
⏳ Apr-28


💊 Omeprazole (Omesk)
📦 84
⏳ Jun-28

💊Metformin 500mg(MF-500)
📦 96
⏳ May-28

💊 Meropenem 1gm(Ronem)
 📦 363
⏳1/29

💊Co- trimoxazole susp.
      (Cotrikant)
📦 80
⏳ Dec-28

1. Ibuprofen 400mg 10*10tab
    (Ibupil)
Ex=12/28
Crtn=96pk

2. Amoxy + Clavulinate 1gm tab of   2*7tab(Moxipil cv)
Ex=12/27
Crtn=90pk

3.Amoxy 500mg 10*10 caps
    (Moxipile)
Ex=12/27
Crtn=72pk

4.Diclo inj of 100(Inolol)
  Ex=01-29
  Cart.size -24

5. Tramadol inj of 50(Tromanil)
   Ex= 11-28
  Carton.size-24
  

 ---------------------------------+++   
🎉Patient monitor 12.1''
Model_CMS8000

🎉Patient monitor 15''
   Model: CMS9200

🎉Infusion pump
ModelSP750

🎉Handheld pulse oximeter
Model_CMS60C
            _CMS60D

🎉Fetal Monitor 
Model_CMS800G

🎉Fetal monitor (twin)
Model_CMS800G

🎉 ECG
Model_1212G

🎉 Pulse oximeter fingertip
  Model_CMS50D
    
💊. Indomethacin 100mg supp
       (Indocor)
📦 160 pack
⏳ 11/2027

_-----------------------------------

Sinishaw (pharmacist)

    ☎️ :-**0911884446**
    ☎️  :-**0903327887",471,2,none,
tikvahpharma,196351,2026-06-26 19:03:47+00:00,"**🅶🅸🅵🆃🅴🅳 🅷🅰🅽🅳🆂 🆃🆁🅰🅳🅸🅽🅶 🄿🄻🄲
   🍭Anesthesia
     Brand-Mindray
     Model-A1 

    🍭Mechanical Ventilator 
       Brand-Mindray
      Model-SV300 

    🍭Operation Table
       Brand-Mindray
      Model-UniBase 30 

     🍭 LED Surgical Light (Mobile )
        Brand-Mindray
      Model-HyLED C7M 

    🍭 LED Surgical Light 
   Brand-Mindray
   Model-HyLED C8/C7 

  🍭Defibrillator 
Brand-Mindray
Model-BeneHeart D30 

    🍭ECG machine with trolley 
Brand-Mindray
Model-BeneHeart R12 

🍭Patient monitor 
Brand-Mindray
Model-uMEC150,uMEC 100 

  🍭Vital sign monitor 
   Brand-Mindray
Model-VS-600 

🍭Infusion Pump
Brand-Mindray
Model-BeneFusion uVP 

  🍭 Syring Pump
  Brand-Mindray
Model-BeneFusion uSP

👉 Color Doppler Ultrasound  
   • Brand: Mindray
   • Model: DC 30

👉 Black and White Ultrasound  
   • Brand: Mindray
   • Model: DP 18

👉 Hematology Analyzer (5-Diff)  
   • Brand: Zybio
   • Model: Z50

👉 Hematology Analyzer (3-Differential )  
   • Brand: Zybio
   • Model: Z3

👉 Fully-Automated 
Chemistry Analyzer  
   • Brand: Zybio
   • Model: EXC200
Microscope 
.Brand-Magnus
.Model-Theia-fi and Mx21i


🔬 Zybio Reagents  
   • Diluent (20L)
   • DN Diluent (20L)
   • Lyse (500ml)
   • LD Lyse (500ml)
   • LB Lyse (500ml)
   • Probe Cleanser (50ml)
   • Expiry Date: 2027

🚚 Free Fast Delivery 
📞 Contact : ****+2519-36477051****
🖊️ ****@robsengifted_hands**",406,0,none,
tikvahpharma,196350,2026-06-26 15:01:52+00:00,"**TELEIOS IMPORT AND EXPORT /
                        DANIEL TIGISTU **

NEW ARRIVALS 

✅ BIOSON (Hydrocortisone  Injection  100MG IV/IM 

     💵 62።Birr

✅  ASUMAP (Artesunate injection
       60mg IM/IV

      💵 280 Birr

✅ LIDIYA PLUS (Lidocaine with
                            Adrenaline 30ml 

     💵 160Birr

✅ AMLOTRIX (Amilodipine 5mg Tab
                   10*10

      💵 132Birr

✅  SPACULA ( Wooden tongue
       Depressor 

      💵 450 Birr

✅  APPLICATION COTTON TIP 

      💵 350Birr
    

Contact +251929038609 TEREF(ጠረፍ
               +251924096118 Meberatu 
               +251922123840 Natnael",464,0,none,
tikvahpharma,196349,2026-06-26 12:16:06+00:00,"Update 26/06/26

Safe pharma import and community import
Contact no 0920555993
                    0967342405
Discount 
💥syringe 10cc 💵780

💥Ped. Paracitamol (Parakant) 120mg/5ml, 60ml bottles. 
price: 41br  <10cartn 40 <20cartn 39
Carton size 100

💥Valk( Aceclofenac 100mg)(2×10) 💵210birr
💥Colcol (5×4) 💵168birr
💥Pregabalin 150 ( 10x10) 💵1330

⭐️VITAMIN D DROPS (KIDOVIT)
100 bottle/ cartoon
Ex date-07/2028
Price: 320

HALF IV SET RINGER LACTATE 
📦 12
💰295 birr
📅2/29

FULL IV SET NS 
📦12
💰 328 birr

50crtn Ns = 196,800
7% captppril(192) attachment 72pk


🌟🌟🌟new arrival items 

Stock Update

1.  Azithromycin 15ml 
     Ex date:02/2028
     Carton Size:150
     Price: 90

2.  Azithromycin 30ml
     Ex date: 02/2028
     Carton Size : 80
     Price:  190
    

3. Cachmax( Cefixime) 400mg 
     1x10
     Ex date: 01/2029
     Price : 420
Ibuprofen oral suspenstion 100mg/5ml
        ⏰2028
        📦100
        💰80
New arrival ❗️❗️❗️
**
⭐️MetroKANT suspension=💵100
Carton size=80
x date 2029

⭐️dicloKant 50mg tablet=💵70
Carton size=640**
**x date 2029**

Co-Trimoxazole oral suspenstion 240mg/5ml
       📦 100
       📆 2029
       💰 80

Amoxaciline Oral Susension 125mg/5ml 
        ⏰2029
        📦120
        💰75

💥augmentin  228.5
📦100
⏰08/27
💵165

New arrival ❗️❗️❗️

Amyn( Amoxicillin ) 250 mg  
    Capsules 10x10 
    EX Date: 02/2029
    Carton Size: 150
    Price: 385

Bren(Ibuprofen) 400mg 10x10s
    EX Date: 03/2029
    Carton Size: 120
    Price: 220

Prednisolon 5mg 10*10
         📦 cartoon size 600
         ⌛️ expired date oct 2028
          💵 price 220 per pk

Co-Amoxaxlav oral suspension BP 457mg/5ml
            📦Cartoon size 120
            ⏳ Expired date Feb 28
             💵Price 300

Amoxicillin&clavulanate potassium tablet USP 1000mg 2*7 
            📦Cartoon size 100
            ⏳Expired date Jan 2028
            💵Price 434

Co-Amoxaxlav oral suspension BP 156.25mg/5ml
            📦Cartoon size 120
            ⏳ Expired date Jan 2028
             💵Price 170
1. **Cledomox (Amoxicillin + Clavulanate) 625 mg** of 20 tabs
- Carton size - 150pk
- Expiry date - 09/2028
- Price pk - 490** Birr**

2. **Gentamicin  Eye/Ear** drop 0.3 % 10ml
- Carton size -500
- Expiry date - 12/2027
- Price  bottle  - **52 Birr**

**Epharm** 

Paracetamol 500mg 
          📦cartoon size12
           💵 price 2050
          ⌛️expired date 2029

🌟big discount for short time
test kit Casset updet price🌟

🌟HCG of 100 Casset
         💵800bir
🌟Syphilis Ab of 50 casset
         💵1,100bir
🌟HBsAG of 50 Casset
      💵 1,800bir

🌟🌟🌟attractive price 🌟🌟🌟

Diclofenac Gel BP 1%(relaxo) 30gm
📦280
⏰9/27
💵75
Lidocaine injection BP 2% 8×25×30ml
📦200
⏰2/28
💵107

💥Powderd exam glove
carton size 10
exp 2030
💵600
Letex exam texture powder free gloves size M
📦10
⏰05/30
💵675

💥Diphenhydramine  Syrup  125ml，12.5mg/5ml  
📦:120
📅: 03/2028
💰:  

💥Loratadine Syrup-5mg/5ml，100ml
Brand name: LOTA
📦 100
📅: 28/07/2027
💰: 65 Birr

✅ Amyn 250mg/5ml 
carton size 100
exp apr 2028
price  💵

Urine bag 
          ⌛ Expired date may 2029
          📦 Cartoon size 250
           💸 price 45
Colostomy bag 
         ⌛ Expired date may 2029
         📦 cartoon size 1000
          💸 price 125
Suction catheter 8fg
          ⌛ expired date may 2029
          📦 cartoon size 1000
          💸price 48
New arrival product❗️❗️❗️
1. Patient Monitor(12"") with Adult , pediatric and infant 
Price ~ 140,000 birr

2. Fetal Monitor 
Price ~ 165,000 birr
      
3. Infusions pump 
Price ~ 65,0000 birr

4. Vital Sign
Price ~ 95,000 birr

5. Handheld pulse oximeter 
Price ~ 30,000 birr 

6. Finger Tip Pulse oximeter 
Price ~ 1600 birr

💥Medical Equplment💥

❗️EDTA 4ml glass
❗️EDTA 4ml plastic
❗️SST 5ml (G&C) plastic
❗️SST 5ml (G&C) glass
❗️PT Tube 2.7ml glass
❗️ESR Tube 1.6ml glass**

**1.**Vicryl0R=1000
**2.**Silk30C=450
**3.**Silk2R=450
**4.**Silk1R=450**

Addres around paster
Contact no 0920555993
                    0967342405
free delivery 🚒🚒🚒🚒IIII",512,0,none,
tikvahpharma,196348,2026-06-26 08:50:07+00:00,"**☘NEW IMPORTED ITEMS🍀

🌿Ultrasound 
     🍃__MINDRAY DP-18
     🍃MINDRAY DC-30__** 
**
🌿Hematology Analyzer
     🍃__ZYBIO__**__ **Z3**
     🍃**ZYBIO Z50**__
**
🌿Fully Auto Chemistry Analyzer
     🍃__ZYBIO EXC200__**
**
🌿Microscope
      🍃__MAGNUS Theiafi / MLX21i__**
**
🌿Anesthesia Machine 
      🍃 __MINDRAY A1__**
**
🌿Ventilator 
      🍃__MINDRAY SV300__ **
**
🌿Patient Monitors 
      🍃__MINDRAY uMEC100
       🍃MINDRAY uMEC150__**
**
🌿Defibrillator 
      🍃__MINDRAY BeneHeart D30__**
**
🌿ECG 
      🍃__Mindray BeneHeart R12__** 
**
🌿OR Light
      🍃__MINDRAY HyLED C8/C7 Double head ceiling__**
      🍃**__MINDRAY__** **__HyLED C7M Mobile__**
**
🌿OR Table 
      🍃__MINDRAY UniBase 30__**
**
🌿Infusion Pump 
      🍃__MINDRAY BeneFusion Uvp __**
**
🌿Infusion Syringe Pump 
      🍃__MINDRAY BeneFusion USP __**
**
🌿Vital sign Monitor 
      🍃__MINDRAY VS-600 __**
**
🌿Reagents
     🍃__ZYBIO Z3 Diluent ( 20L)
     🍃ZYBIO Z3 Lyse (500ml)
     🍃ZYBIO Z50 DN Diluent (20L)
     🍃ZYBIO Z50 LB Lyse (500ml)
     🍃ZYBIO Z50 LD Lyse (500ml)
     🍃ZYBIO Prob Cleanser__** (**__50ml×2__)

📍GIFTED HANDS TRADING PLC

Contact person  Bezawit A. (Biomedical Engineer)
☎️ 0941624484
      0947790000**
      **
📩DM ****@Tiwa_A**",456,0,none,
tikvahpharma,196347,2026-06-26 08:29:08+00:00,"💉5 cc syringe  💵 610
         limited  stock 👆call
        With 10cc 5:2 Rati
💉10 cc syringe 💵  790
💉50cc syringe 💵1400
  💉Insulin syringe 550

🧊**Cledomox  625 mg** of 20 tabs
       📦 150 🕰 09/28💵490** **
💧Amoxicillin oral sus  Amyn
        📦100 🕰 2029 💵 78 
💧Ibuprofen 400 mg tablet 
      📦 120🕰 2029 💵 220 
💧  Ibuprofen  syrup 
        💵80 birr 📦 100
💉 omi injection 💵 
💉Artusunate inj 📦400 💵30

🧤 Surgical glove powder Free 
       💵1580 
🧤  SRITRANG Examina
      Glove powdered 💵580 /5ctn 
🧤SRITRANG Examina
      powder free 💵680 / 50ctn 

👉 Plaster 2.5 💵 65
👉  Plaster 5*5💵115
👉 Plaster 7.5*5💵130
👉  plaster 10*5💵 180
👉  plaster 12.5*5💵220
👉   plaster12.5*10💵360

   💊Amoxa Amayn 250mg 💰95
   💊Amoxa Amayn 125mg 💰78
   💊 Amayn 500mg 10*10 💰480
 ✅Azihtromycine oral sus15ml 90
✅Azihtromycine oral sus ,30ml
         💰190       
✅Co-Trimoxazoleoral sus 
         💵80     
✅ Gauze Roll – 90 cm × 100 yrd
        💰1,801.20 
         📦20roll
✅ Gauze Roll – 90 cm × 50 m
          💰924.00  
           📦20 
🧊Gauz bandage – 12.5 cm × 5 m
        💵 224.40  📦100
🧊 Gauze Bandage – 10 cm × 5 m
     💰220.80 📦100
🧊 Gauze Bandage – 7.5 cm × 5 m
       💰 218.40  📦100
🧊 Gauze Bandage – 5 cm × 5 m
         💵94.80 📦100
🧊Gauze Swabs – 
 10 cm × 10 cm (8 Ply)💰266.40  📦100

🧊 Lap Sponge – 40 cm × 45 cm (16 Ply 💰 772.80 

🔹ELASTIC CREPE BANDAGE (7.5 
      CM × 5 M) 📦480 💵  72 

🧊 ELASTIC CREPE BANDAGE (10
      CM × 5 M)📦 360   💵 90 

💧 ELASTIC CREPE BANDAGE
      (12.5 CM × 5 M)
      📦 240   🗓  2030💵  100
💧Azithromycin Oral Su 15ml
     📦 200  💵90 birr

2. **Gentamicin  Eye/Ear drop 0.3 %
       10ml** 📦50🕰12/27💵**52 Birr**

🧤SRITRANG Examination
      Glove powdered 💵580
🧤SRITRANG Examination
      powder free 💵680
🧤 Surgical glove powdered & free

POP 10cmx3cm = 133 ETB
POP 15cmx3cm = 138 ETB
EDTA K3 GLASS = 665 ETB
EDTA K3 PET = 745 ETB
SST GLASS = 1015 ETB
SST PET =      1175 ETB
PT Tube =       780 ETB
ESR Tube =    1395 ETB

Foley catheter 12 2-way = 80 
Foley catheter 14 2-way = 80 
Foley catheter 16 2-way = 80
Foley catheter 18 2-way = 80
Foley catheter 16 3-way = 122
Foley catheter 18 3-way = 122 bir
Foley catheter 20  3-way =122bir
Foley catheter 22 3-way =122 bir
Spinal needle 9cm 22 gauge =102 
  //    9cm 23 gauge = 102 ETB
   //   9cm 24  gauge = 102 ETB 
    //   9cm 25 gauge = 102 ETB
     
💧 Gentamycin o.3%10ml  
       💰52💵  
💧 Ibuprofen 400mg tab💰220
💧Cefixime 100mg SUS    💰 200
💧 Cephalexin 125mg       💰190  
💧 Cephalexin 250 mg    💰325
💧Salbutamol tab 10x10   💰165
💧 Metoclopramide10x10 💵160
💧HCTHydrochlorothiazide💵 135
💧AMYDRAMINE 
💧 HEPARIN inj 💰480

  ⚡️ RAPID TEST KITS - EGENS

✅  Syphilis Cassette of 25
          💵1080
✅ Hp Ag Cassette 💵2450

✅ HcvCassetteof 25💵1250

✅ HBSAg Cassette of 25
      ⏰ 14/01/2028 💵1000

✅ HBSAg strip of 50
  ⏰ 14/01/2028
           💵950
✅#HCG Cassette (Urine and serum) 0f 25
⏰ 14/01/202 💵1150

✅  FOB(occult blood)
       Cassette 💵2300

✅ HCV STRIP OF 50💵1300

✅  Rhelax ASO(Tulip💵2200

✅BloodGroupABD(Tulip
           💵1600
1. Cledomox 457  04/2027
            💵 300   
1. Twisted Blood Lancet 28G
            💵 140
2. Automatic blood lancet press 2
               💵 1090
3. Automatic blood lancet
          impress        💵 1060 

4. Weilflex ox-19💵 420
5  Microscope Slide Frosted of 5 0    💵 165

6. Microscope Slide non-Frosted
           of 50     💵 145

7. Cover glass 22*22 of 100
         2/1/2027   💵 135
8. Cover glass 24*50 of 100
           8/1/2028   💵 300
9 Blue Tip of 50  7/1/2035
           💵 620
10. Embedding (Tissue) Cassette of 25  💵 2700

11. Tourniquet for Adult Auto
      lock  of 50💵 230
             
12  Centrifuge Tube 50 ml
       of.25     7/1/2035💵 940

13. Mechanical Micropipette
         Volume 10-  💵 3200

14.MechanicalMicropipette 
     Volume 100  💵 3200

15. PULSE OXIMETER
        5/1/2030💵 4700


☎️   0940730534 Selamawit
     Call any time",351,0,none,
tikvahpharma,196346,2026-06-26 08:16:44+00:00,"**🅶🅸🅵🆃🅴🅳 🅷🅰🅽🅳🆂 🆃🆁🅰🅳🅸🅽🅶 🄿🄻🄲
   🍭Anesthesia
     Brand-Mindray
     Model-A1 

    🍭Mechanical Ventilator 
       Brand-Mindray
      Model-SV300 

    🍭Operation Table
       Brand-Mindray
      Model-UniBase 30 

     🍭 LED Surgical Light (Mobile )
        Brand-Mindray
      Model-HyLED C7M 

    🍭 LED Surgical Light 
   Brand-Mindray
   Model-HyLED C8/C7 

  🍭Defibrillator 
Brand-Mindray
Model-BeneHeart D30 

    🍭ECG machine with trolley 
Brand-Mindray
Model-BeneHeart R12 

🍭Patient monitor 
Brand-Mindray
Model-uMEC150,uMEC 100 

  🍭Vital sign monitor 
   Brand-Mindray
Model-VS-600 

🍭Infusion Pump
Brand-Mindray
Model-BeneFusion uVP 

  🍭 Syring Pump
  Brand-Mindray
Model-BeneFusion uSP

👉 Color Doppler Ultrasound  
   • Brand: Mindray
   • Model: DC 30

👉 Black and White Ultrasound  
   • Brand: Mindray
   • Model: DP 18

👉 Hematology Analyzer (5-Diff)  
   • Brand: Zybio
   • Model: Z50

👉 Hematology Analyzer (3-Differential )  
   • Brand: Zybio
   • Model: Z3

👉 Fully-Automated 
Chemistry Analyzer  
   • Brand: Zybio
   • Model: EXC200
Microscope 
.Brand-Magnus
.Model-Theia-fi and Mx21i


🔬 Zybio Reagents  
   • Diluent (20L)
   • DN Diluent (20L)
   • Lyse (500ml)
   • LD Lyse (500ml)
   • LB Lyse (500ml)
   • Probe Cleanser (50ml)
   • Expiry Date: 2027

🚚 Free Fast Delivery 
📞 Contact : ****+2519-36477051****
🖊️ ****@robsengifted_hands**",333,0,none,
tikvahpharma,196345,2026-06-26 08:02:57+00:00,"**📣 VivaMed Pharma – May Stock Update
🏥 Trusted Quality | 🔄 Reliable Supply | 🤝 Partnering for Health**
**📅 Updated: June 26, 2026
**
**🔥 TOP PRODUCT OF THE MONTH
IBUCOLD PLUS Syrup**
💊 Ibuprofen + Pseudoephedrine + Chlorpheniramine
📅 **Exp: 09/2028**
⚡ Fast relief for cold, flu, fever & body pain

**AVAILABLE PRODUCTS
**
**⭐ MYESED Tablets (20mg – 4’s)**
Men’s vitality support
📅 **Exp: 08/2027
**
**🌬 Rinobek Nasal Spray (200 sprays)**
Beclomethasone 100mcg
📦 100 tubes | 📅 **Exp: 02/2027
**
**🧪 Tiremix Cream (20g)**
Fusidic Acid 2%
📦 200 packs | 📅 **Exp: 08/2026
**
**📲 ORDER NOW (Call for Current Rates)
🏙 Addis Ababa**
☎️ 0903562222 / 0903592222 / 0903552222
☎️ 0903572222 
**🌍 Regional Contacts**
• **Jimma:** 0908284428
• **Hawassa:** 0908222822
• **Dire Dawa:** 0908283328
• **Adama:** 0909038803
• **Dessie:** 0941140067
• **Bahir Dar:** 0924993125
**🤝 Stay Connected**
🚀 Fast updates | Offers | Promotions
#VivaMedPharma #AprilUpdate #PharmaStock #HealthcareSupply #EthiopiaPharma",284,0,none,
tikvahpharma,196344,2026-06-26 07:52:07+00:00,,292,1,photo,data\raw\images\tikvahpharma\196344.jpg
